employee,reader,start,end,delta,success
1,15,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,270.7166ms,True
1,13,2022-06-19T19:11:56Z,2022-06-19T19:11:57Z,280.5846ms,True
1,14,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,264.9751ms,True
1,8,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,255.4031ms,True
1,16,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,275.8229ms,True
1,6,2022-06-19T19:11:57Z,2022-06-19T19:11:58Z,280.3588ms,True
1,4,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,269.1332ms,True
1,2,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,272.4005ms,True
1,14,2022-06-19T19:11:58Z,2022-06-19T19:11:59Z,259.9845ms,True
1,1,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,266.0251ms,True
1,3,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,291.7284ms,True
1,5,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,278.1666ms,True
1,15,2022-06-19T19:11:59Z,2022-06-19T19:12:00Z,274.2238ms,True
1,13,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,264.3715ms,True
1,14,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,270.0125ms,True
1,8,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,256.7278ms,True
1,16,2022-06-19T19:12:00Z,2022-06-19T19:12:01Z,275.1342ms,True
1,6,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,260.7908ms,True
1,4,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,266.7049ms,True
1,2,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,260.8852ms,True
1,14,2022-06-19T19:12:01Z,2022-06-19T19:12:02Z,259.4545ms,True
1,1,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,264.3925ms,True
1,3,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,269.9267ms,True
1,5,2022-06-19T19:12:02Z,2022-06-19T19:12:03Z,267.0074ms,True
1,15,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,274.1713ms,True
1,13,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,278.408ms,True
1,14,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,261.7515ms,True
1,8,2022-06-19T19:12:03Z,2022-06-19T19:12:04Z,263.1815ms,True
1,16,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,283.2491ms,True
1,6,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,270.2265ms,True
1,4,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,272.6017ms,True
1,2,2022-06-19T19:12:04Z,2022-06-19T19:12:05Z,268.4466ms,True
1,14,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,254.8409ms,True
1,1,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,277.3517ms,True
1,3,2022-06-19T19:12:05Z,2022-06-19T19:12:06Z,269.1435ms,True
1,5,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,275.2833ms,True
1,15,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,272.9081ms,True
1,13,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,277.0206ms,True
1,14,2022-06-19T19:12:06Z,2022-06-19T19:12:07Z,274.5887ms,True
1,8,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,257.4927ms,True
1,16,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,383.7948ms,True
1,6,2022-06-19T19:12:07Z,2022-06-19T19:12:08Z,302.8837ms,True
1,4,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,305.2011ms,True
1,2,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,297.8114ms,True
1,14,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,282.4462ms,True
1,1,2022-06-19T19:12:08Z,2022-06-19T19:12:09Z,276.177ms,True
1,3,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,267.774ms,True
1,5,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,269.9071ms,True
1,15,2022-06-19T19:12:09Z,2022-06-19T19:12:10Z,270.1738ms,True
1,13,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,269.2956ms,True
1,14,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,264.6618ms,True
1,8,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,253.7089ms,True
1,16,2022-06-19T19:12:10Z,2022-06-19T19:12:11Z,276.3254ms,True
1,6,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,266.3737ms,True
1,4,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,269.4637ms,True
1,2,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,270.2518ms,True
1,14,2022-06-19T19:12:11Z,2022-06-19T19:12:12Z,257.6233ms,True
1,1,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,269.6183ms,True
1,3,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,276.5456ms,True
1,5,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,267.8237ms,True
1,15,2022-06-19T19:12:12Z,2022-06-19T19:12:13Z,272.1257ms,True
1,13,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,274.6947ms,True
1,14,2022-06-19T19:12:13Z,2022-06-19T19:12:14Z,1.1396446s,True
1,8,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,302.4413ms,True
1,16,2022-06-19T19:12:14Z,2022-06-19T19:12:15Z,271.9827ms,True
1,6,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,269.0271ms,True
1,4,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,270.8599ms,True
1,2,2022-06-19T19:12:15Z,2022-06-19T19:12:16Z,276.382ms,True
1,14,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,252.4785ms,True
1,1,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,278.4637ms,True
1,3,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,270.3617ms,True
1,5,2022-06-19T19:12:16Z,2022-06-19T19:12:17Z,273.4411ms,True
1,15,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,270.9391ms,True
1,13,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,270.1757ms,True
1,14,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,268.0082ms,True
1,8,2022-06-19T19:12:17Z,2022-06-19T19:12:18Z,265.2319ms,True
1,16,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,283.8107ms,True
1,6,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,278.7727ms,True
1,4,2022-06-19T19:12:18Z,2022-06-19T19:12:19Z,278.9879ms,True
1,2,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,263.0778ms,True
1,14,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,258.3433ms,True
1,1,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,287.1919ms,True
1,3,2022-06-19T19:12:19Z,2022-06-19T19:12:20Z,292.7765ms,True
1,5,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,281.8101ms,True
1,15,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,279.8748ms,True
1,13,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,276.0543ms,True
1,14,2022-06-19T19:12:20Z,2022-06-19T19:12:21Z,271.6571ms,True
1,8,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,262.499ms,True
1,16,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,275.7179ms,True
1,6,2022-06-19T19:12:21Z,2022-06-19T19:12:22Z,270.5824ms,True
1,4,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,273.7267ms,True
1,2,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,270.4923ms,True
1,14,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,300.2693ms,True
1,1,2022-06-19T19:12:22Z,2022-06-19T19:12:23Z,278.8065ms,True
1,3,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,286.2254ms,True
1,5,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,275.5754ms,True
1,15,2022-06-19T19:12:23Z,2022-06-19T19:12:24Z,277.6201ms,True
1,13,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,280.2049ms,True
1,14,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,269.3236ms,True
1,8,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,258.7277ms,True
1,16,2022-06-19T19:12:24Z,2022-06-19T19:12:25Z,295.7794ms,True
1,6,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,275.5008ms,True
1,4,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,278.0293ms,True
1,2,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,266.7786ms,True
1,14,2022-06-19T19:12:25Z,2022-06-19T19:12:26Z,261.0688ms,True
1,1,2022-06-19T19:11:52Z,2022-06-19T19:11:52Z,297.4272ms,True
1,3,2022-06-19T19:11:52Z,2022-06-19T19:11:53Z,286.0328ms,True
1,5,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,254.7147ms,True
1,15,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,283.4968ms,True
1,13,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,271.5108ms,True
1,14,2022-06-19T19:11:53Z,2022-06-19T19:11:54Z,269.1643ms,True
1,8,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,256.2161ms,True
1,16,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,274.4672ms,True
1,6,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,271.5654ms,True
1,4,2022-06-19T19:11:54Z,2022-06-19T19:11:55Z,279.092ms,True
1,2,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,273.5543ms,True
1,14,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,258.1407ms,True
1,1,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,267.4849ms,True
1,3,2022-06-19T19:11:55Z,2022-06-19T19:11:56Z,270.2434ms,True
1,5,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,269.6487ms,True
1,15,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,274.0434ms,True
1,13,2022-06-19T19:11:56Z,2022-06-19T19:11:57Z,265.0251ms,True
1,14,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,270.2563ms,True
1,8,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,255.2422ms,True
1,16,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,271.0121ms,True
1,6,2022-06-19T19:11:57Z,2022-06-19T19:11:58Z,279.5263ms,True
1,4,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,267.4023ms,True
1,2,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,269.2041ms,True
1,14,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,256.7454ms,True
1,1,2022-06-19T19:11:58Z,2022-06-19T19:11:59Z,275.4648ms,True
1,3,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,281.5593ms,True
1,5,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,276.378ms,True
1,15,2022-06-19T19:11:59Z,2022-06-19T19:12:00Z,275.8361ms,True
1,13,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,269.5199ms,True
1,14,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,266.6363ms,True
1,8,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,251.4542ms,True
1,16,2022-06-19T19:12:00Z,2022-06-19T19:12:01Z,271.5278ms,True
1,6,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,272.1884ms,True
1,4,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,268.5872ms,True
1,2,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,265.488ms,True
1,14,2022-06-19T19:12:01Z,2022-06-19T19:12:02Z,252.6901ms,True
1,1,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,267.374ms,True
1,3,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,273.8429ms,True
1,5,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,274.5827ms,True
1,15,2022-06-19T19:12:02Z,2022-06-19T19:12:03Z,273.7437ms,True
1,13,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,287.9055ms,True
1,14,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,264.2645ms,True
1,8,2022-06-19T19:12:03Z,2022-06-19T19:12:04Z,261.5439ms,True
1,16,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,275.256ms,True
1,6,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,265.81ms,True
1,4,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,273.4129ms,True
1,2,2022-06-19T19:12:04Z,2022-06-19T19:12:05Z,263.0191ms,True
1,14,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,260.1716ms,True
1,1,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,263.2141ms,True
1,3,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,269.7449ms,True
1,5,2022-06-19T19:12:05Z,2022-06-19T19:12:06Z,268.827ms,True
1,15,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,299.7759ms,True
1,13,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,273.8729ms,True
1,14,2022-06-19T19:12:06Z,2022-06-19T19:12:07Z,284.874ms,True
1,8,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,257.5869ms,True
1,16,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,400.6017ms,True
1,6,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,280.9994ms,True
1,4,2022-06-19T19:12:07Z,2022-06-19T19:12:08Z,263.6451ms,True
1,2,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,265.8009ms,True
1,14,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,258.5842ms,True
1,1,2022-06-19T19:12:08Z,2022-06-19T19:12:09Z,269.5524ms,True
1,3,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,302.1596ms,True
1,5,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,269.237ms,True
1,15,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,284.253ms,True
1,13,2022-06-19T19:12:09Z,2022-06-19T19:12:10Z,271.8216ms,True
1,14,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,265.4528ms,True
1,8,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,258.3208ms,True
1,16,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,275.9456ms,True
1,6,2022-06-19T19:12:10Z,2022-06-19T19:12:11Z,275.3ms,True
1,4,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,272.0131ms,True
1,2,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,269.0335ms,True
1,14,2022-06-19T19:12:11Z,2022-06-19T19:12:12Z,267.2814ms,True
1,1,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,270.5067ms,True
1,3,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,279.5065ms,True
1,5,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,282.1787ms,True
1,15,2022-06-19T19:12:12Z,2022-06-19T19:12:13Z,290.5222ms,True
1,13,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,274.8902ms,True
1,14,2022-06-19T19:12:13Z,2022-06-19T19:12:14Z,1.1923529s,True
1,8,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,311.9975ms,True
1,16,2022-06-19T19:12:14Z,2022-06-19T19:12:15Z,301.6788ms,True
1,6,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,319.1407ms,True
1,4,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,274.0338ms,True
1,2,2022-06-19T19:12:15Z,2022-06-19T19:12:16Z,276.9611ms,True
1,14,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,261.6455ms,True
1,1,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,282.5988ms,True
1,3,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,273.885ms,True
1,5,2022-06-19T19:12:16Z,2022-06-19T19:12:17Z,277.7146ms,True
1,15,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,278.5228ms,True
1,13,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,272.4764ms,True
1,14,2022-06-19T19:12:17Z,2022-06-19T19:12:18Z,301.577ms,True
1,8,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,266.1146ms,True
1,16,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,315.7625ms,True
1,6,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,304.5921ms,True
1,4,2022-06-19T19:12:18Z,2022-06-19T19:12:19Z,272.1166ms,True
1,2,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,276.6123ms,True
1,14,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,263.8076ms,True
1,1,2022-06-19T19:12:19Z,2022-06-19T19:12:20Z,290.0747ms,True
1,3,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,289.0003ms,True
1,5,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,291.6887ms,True
1,15,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,282.2128ms,True
1,13,2022-06-19T19:12:20Z,2022-06-19T19:12:21Z,273.3802ms,True
1,14,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,282.171ms,True
1,8,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,256.8267ms,True
1,16,2022-06-19T19:12:21Z,2022-06-19T19:12:22Z,282.441ms,True
1,6,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,265.2587ms,True
1,4,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,270.4682ms,True
1,2,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,271.6074ms,True
1,14,2022-06-19T19:12:22Z,2022-06-19T19:12:23Z,252.2001ms,True
1,1,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,277.4286ms,True
1,3,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,289.1827ms,True
1,5,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,269.8991ms,True
1,15,2022-06-19T19:12:23Z,2022-06-19T19:12:24Z,273.7913ms,True
1,13,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,271.3609ms,True
1,14,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,268.3278ms,True
1,8,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,259.1446ms,True
1,16,2022-06-19T19:12:24Z,2022-06-19T19:12:25Z,281.4776ms,True
1,6,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,268.1497ms,True
1,4,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,271.4764ms,True
1,2,2022-06-19T19:12:25Z,2022-06-19T19:12:26Z,272.0324ms,True
1,14,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,257.0094ms,True
1,1,2022-06-19T19:11:52Z,2022-06-19T19:11:52Z,303.535ms,True
1,3,2022-06-19T19:11:52Z,2022-06-19T19:11:53Z,298.3232ms,True
1,5,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,278.0277ms,True
1,6,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,290.5012ms,True
1,7,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,275.0492ms,True
1,13,2022-06-19T19:11:53Z,2022-06-19T19:11:54Z,263.1716ms,True
1,14,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,264.9286ms,True
1,16,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,288.5087ms,True
1,15,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,295.651ms,True
1,8,2022-06-19T19:11:54Z,2022-06-19T19:11:55Z,280.2669ms,True
1,4,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,265.7152ms,True
1,2,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,270.327ms,True
1,1,2022-06-19T19:11:55Z,2022-06-19T19:11:56Z,265.1957ms,True
1,3,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,266.2722ms,True
1,5,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,273.298ms,True
1,6,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,265.2415ms,True
1,7,2022-06-19T19:11:56Z,2022-06-19T19:11:57Z,272.566ms,True
1,13,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,272.6044ms,True
1,14,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,268.5874ms,True
1,16,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,275.7699ms,True
1,15,2022-06-19T19:11:57Z,2022-06-19T19:11:58Z,295.9606ms,True
1,8,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,265.0984ms,True
1,4,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,267.7152ms,True
1,2,2022-06-19T19:11:58Z,2022-06-19T19:11:59Z,263.2282ms,True
1,1,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,274.9503ms,True
1,3,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,327.2276ms,True
1,5,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,282.805ms,True
1,6,2022-06-19T19:11:59Z,2022-06-19T19:12:00Z,269.7212ms,True
1,7,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,270.2848ms,True
1,13,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,270.4005ms,True
