employee,reader,start,end,delta,success
1,10,2022-06-19T19:12:04Z,2022-06-19T19:12:05Z,274.0183ms,True
1,3,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,265.3367ms,True
1,7,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,268.1246ms,True
1,16,2022-06-19T19:12:05Z,2022-06-19T19:12:06Z,271.1118ms,True
1,6,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,258.4807ms,True
1,6,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,255.9866ms,True
1,15,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,278.3809ms,True
1,8,2022-06-19T19:12:06Z,2022-06-19T19:12:07Z,270.8356ms,True
1,4,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,276.7809ms,True
1,2,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,372.7103ms,True
1,1,2022-06-19T19:12:07Z,2022-06-19T19:12:08Z,303.0294ms,True
1,9,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,294.1461ms,True
1,11,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,308.7339ms,True
1,12,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,298.5552ms,True
1,10,2022-06-19T19:12:08Z,2022-06-19T19:12:09Z,290.3538ms,True
1,3,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,278.2619ms,True
1,7,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,276.4114ms,True
1,16,2022-06-19T19:12:09Z,2022-06-19T19:12:10Z,299.7412ms,True
1,6,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,259.5808ms,True
1,6,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,275.6376ms,True
1,15,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,273.0725ms,True
1,8,2022-06-19T19:12:10Z,2022-06-19T19:12:11Z,270.9692ms,True
1,4,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,267.2044ms,True
1,2,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,266.7011ms,True
1,1,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,270.779ms,True
1,9,2022-06-19T19:12:11Z,2022-06-19T19:12:12Z,279.7866ms,True
1,11,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,272.7301ms,True
1,12,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,272.3071ms,True
1,10,2022-06-19T19:12:12Z,2022-06-19T19:12:13Z,267.8407ms,True
1,3,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,271.0697ms,True
1,7,2022-06-19T19:12:13Z,2022-06-19T19:12:14Z,938.5662ms,True
1,16,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,425.0812ms,True
1,6,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,267.8985ms,True
1,6,2022-06-19T19:12:14Z,2022-06-19T19:12:15Z,281.5709ms,True
1,15,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,305.569ms,True
1,8,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,269.6633ms,True
1,4,2022-06-19T19:12:15Z,2022-06-19T19:12:16Z,279.7276ms,True
1,2,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,281.5387ms,True
1,1,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,283.2367ms,True
1,9,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,274.9589ms,True
1,11,2022-06-19T19:12:16Z,2022-06-19T19:12:17Z,274.9701ms,True
1,12,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,264.8198ms,True
1,10,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,271.6017ms,True
1,3,2022-06-19T19:12:17Z,2022-06-19T19:12:18Z,271.7913ms,True
1,7,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,272.7116ms,True
1,16,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,282.3232ms,True
1,6,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,260.7028ms,True
1,6,2022-06-19T19:12:18Z,2022-06-19T19:12:19Z,256.0174ms,True
1,15,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,273.9979ms,True
1,8,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,277.937ms,True
1,4,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,268.6177ms,True
1,2,2022-06-19T19:12:19Z,2022-06-19T19:12:20Z,275.7202ms,True
1,1,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,281.1834ms,True
1,9,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,267.8329ms,True
1,11,2022-06-19T19:12:20Z,2022-06-19T19:12:21Z,269.6507ms,True
1,12,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,272.2197ms,True
1,10,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,273.9906ms,True
1,3,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,283.8484ms,True
1,7,2022-06-19T19:12:21Z,2022-06-19T19:12:22Z,273.611ms,True
1,16,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,277.5479ms,True
1,6,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,259.889ms,True
1,6,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,257.7419ms,True
1,15,2022-06-19T19:12:22Z,2022-06-19T19:12:23Z,280.9838ms,True
1,8,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,284.8595ms,True
1,4,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,277.3257ms,True
1,2,2022-06-19T19:12:23Z,2022-06-19T19:12:24Z,267.6333ms,True
1,1,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,278.9447ms,True
1,9,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,290.5876ms,True
1,11,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,282.9947ms,True
1,12,2022-06-19T19:12:24Z,2022-06-19T19:12:25Z,275.1767ms,True
1,10,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,279.2964ms,True
1,3,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,284.1072ms,True
1,7,2022-06-19T19:12:25Z,2022-06-19T19:12:26Z,277.0194ms,True
1,16,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,281.8989ms,True
1,6,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,259.0686ms,True
1,6,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,261.3307ms,True
1,15,2022-06-19T19:12:26Z,2022-06-19T19:12:27Z,277.6198ms,True
1,8,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,275.3581ms,True
1,4,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,273.71ms,True
1,2,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,267.5728ms,True
1,1,2022-06-19T19:12:27Z,2022-06-19T19:12:28Z,272.0471ms,True
1,9,2022-06-19T19:12:28Z,2022-06-19T19:12:28Z,266.8418ms,True
1,11,2022-06-19T19:12:28Z,2022-06-19T19:12:29Z,857.9095ms,True
1,12,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,290.9642ms,True
1,10,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,283.3603ms,True
1,3,2022-06-19T19:12:29Z,2022-06-19T19:12:30Z,277.1483ms,True
1,7,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,277.4414ms,True
1,16,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,275.8547ms,True
1,6,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,270.4995ms,True
1,6,2022-06-19T19:12:30Z,2022-06-19T19:12:31Z,267.2487ms,True
1,15,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,293.9621ms,True
1,8,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,278.2195ms,True
1,4,2022-06-19T19:12:31Z,2022-06-19T19:12:32Z,271.8529ms,True
1,2,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,291.0186ms,True
1,1,2022-06-19T19:11:52Z,2022-06-19T19:11:52Z,292.7359ms,True
1,3,2022-06-19T19:11:52Z,2022-06-19T19:11:53Z,323.4786ms,True
1,5,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,286.1965ms,True
1,6,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,279.6729ms,True
1,4,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,283.6412ms,True
1,9,2022-06-19T19:11:53Z,2022-06-19T19:11:54Z,277.2623ms,True
1,10,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,259.4092ms,True
1,3,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,277.0583ms,True
1,7,2022-06-19T19:11:54Z,2022-06-19T19:11:55Z,293.3271ms,True
1,13,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,279.6276ms,True
1,14,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,274.3501ms,True
1,8,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,265.4859ms,True
1,4,2022-06-19T19:11:55Z,2022-06-19T19:11:56Z,270.4209ms,True
1,2,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,273.2458ms,True
1,1,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,271.1222ms,True
1,3,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,267.3205ms,True
1,5,2022-06-19T19:11:56Z,2022-06-19T19:11:57Z,267.869ms,True
1,6,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,266.6972ms,True
1,4,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,269.5888ms,True
1,9,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,269.5256ms,True
1,10,2022-06-19T19:11:57Z,2022-06-19T19:11:58Z,293.2809ms,True
1,3,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,279.1974ms,True
1,7,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,270.4076ms,True
1,13,2022-06-19T19:11:58Z,2022-06-19T19:11:59Z,265.1151ms,True
1,14,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,274.5619ms,True
1,8,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,275.9155ms,True
1,4,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,272.2578ms,True
1,2,2022-06-19T19:11:59Z,2022-06-19T19:12:00Z,262.0194ms,True
1,1,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,273.5313ms,True
1,3,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,272.116ms,True
1,5,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,274.8348ms,True
1,6,2022-06-19T19:12:00Z,2022-06-19T19:12:01Z,277.7768ms,True
1,4,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,273.3676ms,True
1,9,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,273.0568ms,True
1,10,2022-06-19T19:12:01Z,2022-06-19T19:12:02Z,263.651ms,True
1,3,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,290.7858ms,True
1,7,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,267.7738ms,True
1,13,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,271.8787ms,True
1,14,2022-06-19T19:12:02Z,2022-06-19T19:12:03Z,272.9451ms,True
1,8,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,294.8564ms,True
1,4,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,269.1141ms,True
1,2,2022-06-19T19:12:03Z,2022-06-19T19:12:04Z,265.9706ms,True
1,1,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,268.2725ms,True
1,3,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,277.9819ms,True
1,5,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,266.3815ms,True
1,6,2022-06-19T19:12:04Z,2022-06-19T19:12:05Z,266.3096ms,True
1,4,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,276.0254ms,True
1,9,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,277.2983ms,True
1,10,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,267.4417ms,True
1,3,2022-06-19T19:12:05Z,2022-06-19T19:12:06Z,272.9807ms,True
1,7,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,297.1861ms,True
1,13,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,293.7685ms,True
1,14,2022-06-19T19:12:06Z,2022-06-19T19:12:07Z,275.8873ms,True
1,8,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,285.0661ms,True
1,4,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,398.4015ms,True
1,2,2022-06-19T19:12:07Z,2022-06-19T19:12:08Z,277.4349ms,True
1,1,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,273.4879ms,True
1,3,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,289.3331ms,True
1,5,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,293.4532ms,True
1,6,2022-06-19T19:12:08Z,2022-06-19T19:12:09Z,272.8481ms,True
1,4,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,269.7941ms,True
1,9,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,269.6919ms,True
1,10,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,268.3931ms,True
1,3,2022-06-19T19:12:09Z,2022-06-19T19:12:10Z,273.779ms,True
1,7,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,274.1681ms,True
1,13,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,269.8547ms,True
1,14,2022-06-19T19:12:10Z,2022-06-19T19:12:11Z,263.8289ms,True
1,8,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,265.9975ms,True
1,4,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,293.1083ms,True
1,2,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,267.6338ms,True
1,1,2022-06-19T19:12:11Z,2022-06-19T19:12:12Z,268.6611ms,True
1,3,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,264.7868ms,True
1,5,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,273.6563ms,True
1,6,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,270.2787ms,True
1,4,2022-06-19T19:12:12Z,2022-06-19T19:12:13Z,267.5113ms,True
1,9,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,291.5357ms,True
1,10,2022-06-19T19:12:13Z,2022-06-19T19:12:14Z,1.1561356s,True
1,3,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,333.6151ms,True
1,7,2022-06-19T19:12:14Z,2022-06-19T19:12:15Z,311.5101ms,True
1,13,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,304.6741ms,True
1,14,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,283.0151ms,True
1,8,2022-06-19T19:12:15Z,2022-06-19T19:12:16Z,280.5368ms,True
1,4,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,263.0897ms,True
1,2,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,266.7003ms,True
1,1,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,289.3462ms,True
1,3,2022-06-19T19:12:16Z,2022-06-19T19:12:17Z,289.1585ms,True
1,5,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,281.5611ms,True
1,6,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,269.404ms,True
1,4,2022-06-19T19:12:17Z,2022-06-19T19:12:18Z,275.4588ms,True
1,9,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,276.3504ms,True
1,10,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,286.3498ms,True
1,3,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,304.4583ms,True
1,7,2022-06-19T19:12:18Z,2022-06-19T19:12:19Z,279.0394ms,True
1,13,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,274.5821ms,True
1,14,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,266.4329ms,True
1,8,2022-06-19T19:12:19Z,2022-06-19T19:12:20Z,293.9274ms,True
1,4,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,286.8757ms,True
1,2,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,279.8655ms,True
1,1,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,273.0647ms,True
1,3,2022-06-19T19:12:20Z,2022-06-19T19:12:21Z,276.4243ms,True
1,5,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,270.0943ms,True
1,6,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,275.1168ms,True
1,4,2022-06-19T19:12:21Z,2022-06-19T19:12:22Z,270.6224ms,True
1,9,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,263.7191ms,True
1,10,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,270.6065ms,True
1,3,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,284.7175ms,True
1,7,2022-06-19T19:12:22Z,2022-06-19T19:12:23Z,275.1911ms,True
1,13,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,270.6049ms,True
1,14,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,283.2021ms,True
1,8,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,286.6887ms,True
1,4,2022-06-19T19:12:23Z,2022-06-19T19:12:24Z,276.7446ms,True
1,2,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,271.7565ms,True
1,1,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,283.1237ms,True
1,3,2022-06-19T19:12:24Z,2022-06-19T19:12:25Z,285.4188ms,True
1,5,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,274.746ms,True
1,6,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,286.4209ms,True
1,4,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,277.9434ms,True
1,9,2022-06-19T19:12:25Z,2022-06-19T19:12:26Z,280.3339ms,True
1,10,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,269.9972ms,True
1,3,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,278.1442ms,True
1,7,2022-06-19T19:12:26Z,2022-06-19T19:12:27Z,265.103ms,True
1,13,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,278.1103ms,True
1,14,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,273.436ms,True
1,8,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,270.3869ms,True
1,4,2022-06-19T19:12:27Z,2022-06-19T19:12:28Z,266.4119ms,True
1,2,2022-06-19T19:12:28Z,2022-06-19T19:12:28Z,272.6372ms,True
1,1,2022-06-19T19:12:28Z,2022-06-19T19:12:29Z,939.6223ms,True
1,3,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,291.0441ms,True
1,5,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,280.864ms,True
1,6,2022-06-19T19:12:29Z,2022-06-19T19:12:30Z,279.7305ms,True
1,4,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,269.0372ms,True
1,9,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,274.8306ms,True
1,10,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,279.9363ms,True
1,3,2022-06-19T19:12:30Z,2022-06-19T19:12:31Z,286.0515ms,True
1,7,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,323.4096ms,True
1,13,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,280.1103ms,True
1,14,2022-06-19T19:12:31Z,2022-06-19T19:12:32Z,288.2323ms,True
1,8,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,278.4153ms,True
1,4,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,275.7182ms,True
1,2,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,276.2062ms,True
1,1,2022-06-19T19:11:52Z,2022-06-19T19:11:52Z,302.1118ms,True
1,9,2022-06-19T19:11:52Z,2022-06-19T19:11:53Z,315.9037ms,True
1,11,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,283.476ms,True
1,12,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,280.3448ms,True
1,10,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,283.806ms,True
1,3,2022-06-19T19:11:53Z,2022-06-19T19:11:54Z,319.3581ms,True
1,7,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,269.2602ms,True
1,16,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,270.1333ms,True
1,6,2022-06-19T19:11:54Z,2022-06-19T19:11:55Z,259.8523ms,True
1,6,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,293.4897ms,True
1,15,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,284.9007ms,True
1,8,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,265.5868ms,True
1,4,2022-06-19T19:11:55Z,2022-06-19T19:11:56Z,268.8108ms,True
1,2,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,265.555ms,True
1,1,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,279.2594ms,True
1,9,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,274.098ms,True
1,11,2022-06-19T19:11:56Z,2022-06-19T19:11:57Z,266.0171ms,True
1,12,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,269.5604ms,True
1,10,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,269.7411ms,True
1,3,2022-06-19T19:11:57Z,2022-06-19T19:11:58Z,277.0963ms,True
1,7,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,294.0487ms,True
1,16,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,271.4674ms,True
