employee,reader,start,end,delta,success
1,6,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,254.135ms,True
1,6,2022-06-19T19:11:58Z,2022-06-19T19:11:59Z,255.3302ms,True
1,15,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,273.7466ms,True
1,8,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,281.807ms,True
1,4,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,272.1608ms,True
1,2,2022-06-19T19:11:59Z,2022-06-19T19:12:00Z,269.817ms,True
1,1,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,269.9503ms,True
1,9,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,270.1487ms,True
1,11,2022-06-19T19:12:00Z,2022-06-19T19:12:01Z,275.3689ms,True
1,12,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,273.9535ms,True
1,10,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,287.5669ms,True
1,3,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,276.3838ms,True
1,7,2022-06-19T19:12:01Z,2022-06-19T19:12:02Z,276.5133ms,True
1,16,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,279.0096ms,True
1,6,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,263.8795ms,True
1,6,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,258.6682ms,True
1,15,2022-06-19T19:12:02Z,2022-06-19T19:12:03Z,271.5779ms,True
1,8,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,287.1703ms,True
1,4,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,279.3151ms,True
1,2,2022-06-19T19:12:03Z,2022-06-19T19:12:04Z,269.938ms,True
1,1,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,270.5609ms,True
1,9,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,278.6546ms,True
1,11,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,287.2079ms,True
1,12,2022-06-19T19:12:04Z,2022-06-19T19:12:05Z,273.7935ms,True
1,10,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,275.8801ms,True
1,3,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,269.429ms,True
1,7,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,268.6152ms,True
1,16,2022-06-19T19:12:05Z,2022-06-19T19:12:06Z,279.7285ms,True
1,6,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,274.3712ms,True
1,6,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,261.971ms,True
1,15,2022-06-19T19:12:06Z,2022-06-19T19:12:07Z,284.3083ms,True
1,8,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,279.6969ms,True
1,4,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,406.9885ms,True
1,2,2022-06-19T19:12:07Z,2022-06-19T19:12:08Z,305.8034ms,True
1,1,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,299.844ms,True
1,9,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,301.1445ms,True
1,11,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,302.4448ms,True
1,12,2022-06-19T19:12:08Z,2022-06-19T19:12:09Z,283.9407ms,True
1,10,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,279.7308ms,True
1,3,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,290.4018ms,True
1,7,2022-06-19T19:12:09Z,2022-06-19T19:12:10Z,281.91ms,True
1,16,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,279.3281ms,True
1,6,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,261.2656ms,True
1,6,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,252.7615ms,True
1,15,2022-06-19T19:12:10Z,2022-06-19T19:12:11Z,275.6784ms,True
1,8,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,270.2758ms,True
1,4,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,261.8606ms,True
1,2,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,267.6015ms,True
1,1,2022-06-19T19:12:11Z,2022-06-19T19:12:12Z,271.7891ms,True
1,9,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,270.701ms,True
1,11,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,276.4943ms,True
1,12,2022-06-19T19:12:12Z,2022-06-19T19:12:13Z,267.9129ms,True
1,10,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,270.7772ms,True
1,3,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,282.0979ms,True
1,7,2022-06-19T19:12:13Z,2022-06-19T19:12:14Z,1.0452551s,True
1,16,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,335.5312ms,True
1,6,2022-06-19T19:12:14Z,2022-06-19T19:12:15Z,271.3252ms,True
1,6,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,308.6095ms,True
1,15,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,283.06ms,True
1,8,2022-06-19T19:12:15Z,2022-06-19T19:12:16Z,277.564ms,True
1,4,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,271.31ms,True
1,2,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,292.1468ms,True
1,1,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,289.8406ms,True
1,9,2022-06-19T19:12:16Z,2022-06-19T19:12:17Z,288.8416ms,True
1,11,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,276.4723ms,True
1,12,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,278.2003ms,True
1,10,2022-06-19T19:12:17Z,2022-06-19T19:12:18Z,275.2126ms,True
1,3,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,276.3747ms,True
1,7,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,293.742ms,True
1,16,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,297.2153ms,True
1,6,2022-06-19T19:12:18Z,2022-06-19T19:12:19Z,266.7822ms,True
1,6,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,255.686ms,True
1,15,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,278.2508ms,True
1,8,2022-06-19T19:12:19Z,2022-06-19T19:12:20Z,286.8394ms,True
1,4,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,273.2014ms,True
1,2,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,279.3906ms,True
1,1,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,286.613ms,True
1,9,2022-06-19T19:12:20Z,2022-06-19T19:12:21Z,264.4022ms,True
1,11,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,269.8254ms,True
1,12,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,269.8934ms,True
1,10,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,276.2332ms,True
1,3,2022-06-19T19:12:21Z,2022-06-19T19:12:22Z,272.4561ms,True
1,7,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,289.1964ms,True
1,16,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,296.2881ms,True
1,6,2022-06-19T19:12:22Z,2022-06-19T19:12:23Z,260.3753ms,True
1,6,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,260.6514ms,True
1,15,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,315.3882ms,True
1,8,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,281.5869ms,True
1,4,2022-06-19T19:12:23Z,2022-06-19T19:12:24Z,281.5401ms,True
1,2,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,276.6413ms,True
1,1,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,278.2012ms,True
1,9,2022-06-19T19:12:24Z,2022-06-19T19:12:25Z,289.3676ms,True
1,11,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,277.91ms,True
1,12,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,278.3689ms,True
1,10,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,279.0043ms,True
1,3,2022-06-19T19:12:25Z,2022-06-19T19:12:26Z,275.4514ms,True
1,7,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,268.2859ms,True
1,16,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,276.3487ms,True
1,6,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,254.4418ms,True
1,6,2022-06-19T19:12:26Z,2022-06-19T19:12:27Z,265.2884ms,True
1,15,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,270.5192ms,True
1,8,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,263.9553ms,True
1,4,2022-06-19T19:12:27Z,2022-06-19T19:12:28Z,263.8011ms,True
1,2,2022-06-19T19:12:28Z,2022-06-19T19:12:28Z,279.3494ms,True
1,1,2022-06-19T19:12:28Z,2022-06-19T19:12:29Z,969.3937ms,True
1,9,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,280.8912ms,True
1,11,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,290.1276ms,True
1,12,2022-06-19T19:12:29Z,2022-06-19T19:12:30Z,281.5679ms,True
1,10,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,276.4503ms,True
1,3,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,275.9208ms,True
1,7,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,291.4463ms,True
1,16,2022-06-19T19:12:30Z,2022-06-19T19:12:31Z,290.0294ms,True
1,6,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,271.3087ms,True
1,6,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,268.5434ms,True
1,15,2022-06-19T19:12:31Z,2022-06-19T19:12:32Z,284.3727ms,True
1,8,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,285.6669ms,True
1,4,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,292.0318ms,True
1,2,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,297.641ms,True
1,1,2022-06-19T19:11:52Z,2022-06-19T19:11:52Z,283.1325ms,True
1,3,2022-06-19T19:11:52Z,2022-06-19T19:11:53Z,333.0267ms,True
1,5,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,290.0182ms,True
1,6,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,296.7347ms,True
1,4,2022-06-19T19:11:53Z,2022-06-19T19:11:53Z,272.2357ms,True
1,9,2022-06-19T19:11:53Z,2022-06-19T19:11:54Z,301.562ms,True
1,10,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,265.9576ms,True
1,3,2022-06-19T19:11:54Z,2022-06-19T19:11:54Z,268.9172ms,True
1,7,2022-06-19T19:11:54Z,2022-06-19T19:11:55Z,276.9379ms,True
1,13,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,303.0482ms,True
1,14,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,273.5216ms,True
1,8,2022-06-19T19:11:55Z,2022-06-19T19:11:55Z,265.5936ms,True
1,4,2022-06-19T19:11:55Z,2022-06-19T19:11:56Z,268.2186ms,True
1,2,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,265.2362ms,True
1,1,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,267.5421ms,True
1,3,2022-06-19T19:11:56Z,2022-06-19T19:11:56Z,269.5579ms,True
1,5,2022-06-19T19:11:56Z,2022-06-19T19:11:57Z,266.2098ms,True
1,6,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,264.6456ms,True
1,4,2022-06-19T19:11:57Z,2022-06-19T19:11:57Z,276.2747ms,True
1,9,2022-06-19T19:11:57Z,2022-06-19T19:11:58Z,270.0996ms,True
1,10,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,278.148ms,True
1,3,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,269.5115ms,True
1,7,2022-06-19T19:11:58Z,2022-06-19T19:11:58Z,274.2061ms,True
1,13,2022-06-19T19:11:58Z,2022-06-19T19:11:59Z,284.6166ms,True
1,14,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,303.8873ms,True
1,8,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,285.1242ms,True
1,4,2022-06-19T19:11:59Z,2022-06-19T19:11:59Z,282.4801ms,True
1,2,2022-06-19T19:11:59Z,2022-06-19T19:12:00Z,263.9568ms,True
1,1,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,271.3384ms,True
1,3,2022-06-19T19:12:00Z,2022-06-19T19:12:00Z,272.1132ms,True
1,5,2022-06-19T19:12:00Z,2022-06-19T19:12:01Z,278.7508ms,True
1,6,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,271.8473ms,True
1,4,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,274.112ms,True
1,9,2022-06-19T19:12:01Z,2022-06-19T19:12:01Z,270.532ms,True
1,10,2022-06-19T19:12:01Z,2022-06-19T19:12:02Z,270.2496ms,True
1,3,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,276.0756ms,True
1,7,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,282.3864ms,True
1,13,2022-06-19T19:12:02Z,2022-06-19T19:12:02Z,272.2983ms,True
1,14,2022-06-19T19:12:02Z,2022-06-19T19:12:03Z,272.3069ms,True
1,8,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,278.0059ms,True
1,4,2022-06-19T19:12:03Z,2022-06-19T19:12:03Z,269.3697ms,True
1,2,2022-06-19T19:12:03Z,2022-06-19T19:12:04Z,267.8725ms,True
1,1,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,267.519ms,True
1,3,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,273.0983ms,True
1,5,2022-06-19T19:12:04Z,2022-06-19T19:12:04Z,274.2407ms,True
1,6,2022-06-19T19:12:04Z,2022-06-19T19:12:05Z,268.2546ms,True
1,4,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,285.2297ms,True
1,9,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,272.1808ms,True
1,10,2022-06-19T19:12:05Z,2022-06-19T19:12:05Z,267.1681ms,True
1,3,2022-06-19T19:12:05Z,2022-06-19T19:12:06Z,272.2941ms,True
1,7,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,278.6467ms,True
1,13,2022-06-19T19:12:06Z,2022-06-19T19:12:06Z,274.4364ms,True
1,14,2022-06-19T19:12:06Z,2022-06-19T19:12:07Z,261.8291ms,True
1,8,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,272.3353ms,True
1,4,2022-06-19T19:12:07Z,2022-06-19T19:12:07Z,406.6857ms,True
1,2,2022-06-19T19:12:07Z,2022-06-19T19:12:08Z,302.9308ms,True
1,1,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,302.5973ms,True
1,3,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,310.8468ms,True
1,5,2022-06-19T19:12:08Z,2022-06-19T19:12:08Z,292.8526ms,True
1,6,2022-06-19T19:12:08Z,2022-06-19T19:12:09Z,285.6452ms,True
1,4,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,270.2502ms,True
1,9,2022-06-19T19:12:09Z,2022-06-19T19:12:09Z,279.2966ms,True
1,10,2022-06-19T19:12:09Z,2022-06-19T19:12:10Z,291.2306ms,True
1,3,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,290.7548ms,True
1,7,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,279.75ms,True
1,13,2022-06-19T19:12:10Z,2022-06-19T19:12:10Z,272.9039ms,True
1,14,2022-06-19T19:12:10Z,2022-06-19T19:12:11Z,267.4447ms,True
1,8,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,269.7902ms,True
1,4,2022-06-19T19:12:11Z,2022-06-19T19:12:11Z,269.4051ms,True
1,2,2022-06-19T19:12:11Z,2022-06-19T19:12:12Z,284.535ms,True
1,1,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,282.8196ms,True
1,3,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,290.4732ms,True
1,5,2022-06-19T19:12:12Z,2022-06-19T19:12:12Z,279.4362ms,True
1,6,2022-06-19T19:12:12Z,2022-06-19T19:12:13Z,264.2901ms,True
1,4,2022-06-19T19:12:13Z,2022-06-19T19:12:13Z,267.1985ms,True
1,9,2022-06-19T19:12:13Z,2022-06-19T19:12:14Z,1.2448436s,True
1,10,2022-06-19T19:12:14Z,2022-06-19T19:12:14Z,320.8869ms,True
1,3,2022-06-19T19:12:14Z,2022-06-19T19:12:15Z,304.5467ms,True
1,7,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,322.8501ms,True
1,13,2022-06-19T19:12:15Z,2022-06-19T19:12:15Z,300.6634ms,True
1,14,2022-06-19T19:12:15Z,2022-06-19T19:12:16Z,294.7883ms,True
1,8,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,270.0214ms,True
1,4,2022-06-19T19:12:16Z,2022-06-19T19:12:16Z,279.2596ms,True
1,2,2022-06-19T19:12:16Z,2022-06-19T19:12:17Z,269.5816ms,True
1,1,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,274.1118ms,True
1,3,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,297.185ms,True
1,5,2022-06-19T19:12:17Z,2022-06-19T19:12:17Z,285.209ms,True
1,6,2022-06-19T19:12:17Z,2022-06-19T19:12:18Z,271.4118ms,True
1,4,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,274.8748ms,True
1,9,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,279.6643ms,True
1,10,2022-06-19T19:12:18Z,2022-06-19T19:12:18Z,272.8198ms,True
1,3,2022-06-19T19:12:18Z,2022-06-19T19:12:19Z,280.1795ms,True
1,7,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,277.1078ms,True
1,13,2022-06-19T19:12:19Z,2022-06-19T19:12:19Z,273.6455ms,True
1,14,2022-06-19T19:12:19Z,2022-06-19T19:12:20Z,285.5985ms,True
1,8,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,289.3865ms,True
1,4,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,276.7841ms,True
1,2,2022-06-19T19:12:20Z,2022-06-19T19:12:20Z,271.1038ms,True
1,1,2022-06-19T19:12:20Z,2022-06-19T19:12:21Z,269.959ms,True
1,3,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,271.2985ms,True
1,5,2022-06-19T19:12:21Z,2022-06-19T19:12:21Z,272.7771ms,True
1,6,2022-06-19T19:12:21Z,2022-06-19T19:12:22Z,272.5497ms,True
1,4,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,264.7196ms,True
1,9,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,277.9316ms,True
1,10,2022-06-19T19:12:22Z,2022-06-19T19:12:22Z,276.9112ms,True
1,3,2022-06-19T19:12:22Z,2022-06-19T19:12:23Z,277.5779ms,True
1,7,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,274.275ms,True
1,13,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,283.3435ms,True
1,14,2022-06-19T19:12:23Z,2022-06-19T19:12:23Z,282.9607ms,True
1,8,2022-06-19T19:12:23Z,2022-06-19T19:12:24Z,280.4393ms,True
1,4,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,279.9546ms,True
1,2,2022-06-19T19:12:24Z,2022-06-19T19:12:24Z,274.5741ms,True
1,1,2022-06-19T19:12:24Z,2022-06-19T19:12:25Z,269.6462ms,True
1,3,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,279.4804ms,True
1,5,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,283.8419ms,True
1,6,2022-06-19T19:12:25Z,2022-06-19T19:12:25Z,263.5591ms,True
1,4,2022-06-19T19:12:25Z,2022-06-19T19:12:26Z,276.8806ms,True
1,9,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,279.1464ms,True
1,10,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,265.5076ms,True
1,3,2022-06-19T19:12:26Z,2022-06-19T19:12:26Z,265.3768ms,True
1,7,2022-06-19T19:12:26Z,2022-06-19T19:12:27Z,272.1726ms,True
1,13,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,280.4201ms,True
1,14,2022-06-19T19:12:27Z,2022-06-19T19:12:27Z,265.0934ms,True
1,8,2022-06-19T19:12:27Z,2022-06-19T19:12:28Z,267.8647ms,True
1,4,2022-06-19T19:12:28Z,2022-06-19T19:12:28Z,281.6293ms,True
1,2,2022-06-19T19:12:28Z,2022-06-19T19:12:29Z,949.3528ms,True
1,1,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,283.3005ms,True
1,3,2022-06-19T19:12:29Z,2022-06-19T19:12:29Z,281.0317ms,True
1,5,2022-06-19T19:12:29Z,2022-06-19T19:12:30Z,269.2953ms,True
1,6,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,268.3849ms,True
1,4,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,270.1362ms,True
1,9,2022-06-19T19:12:30Z,2022-06-19T19:12:30Z,281.6238ms,True
1,10,2022-06-19T19:12:30Z,2022-06-19T19:12:31Z,276.177ms,True
1,3,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,283.3646ms,True
1,7,2022-06-19T19:12:31Z,2022-06-19T19:12:31Z,293.711ms,True
1,13,2022-06-19T19:12:31Z,2022-06-19T19:12:32Z,283.8842ms,True
1,14,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,273.8917ms,True
1,8,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,276.6742ms,True
1,4,2022-06-19T19:12:32Z,2022-06-19T19:12:32Z,285.1332ms,True
1,2,2022-06-19T19:12:32Z,2022-06-19T19:12:33Z,272.1604ms,True
